id,team,No,name,time_played,position,birthdate,height,weight,salary,nth_year,is_youth,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_team,prev2_team,prev1_team,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played
562,川崎F,18.0,エウシーニョ,1864.0,DF,1989-11-30 00:00:00,180.0,78.0,7000,3.0,,brazil,67.0,13.0,,,,,,,BRA,川崎F,川崎F,9,1,1,11,34,33,2,8,5,-,3007,2885
563,川崎F,19.0,森谷　賢太郎,765.0,MF,1988-09-21 00:00:00,173.0,65.0,1600,5.0,,,92.0,10.0,,,,,,,川崎F,川崎F,川崎F,1,1,1,27,22,19,2,2,4,2095,1382,874
564,川崎F,20.0,知念　慶,58.0,FW,1995-03-17 00:00:00,177.0,73.0,450,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
565,川崎F,21.0,エドゥアルド　ネット,2530.0,MF,1988-10-24 00:00:00,185.0,76.0,3500,2.0,,brazil,27.0,2.0,,,,,,,BRA,BRA,川崎F,9,9,1,33,28,27,0,0,2,-,-,2148
566,川崎F,22.0,ハイネル,648.0,MF,1990-09-05 00:00:00,172.0,64.0,4000,1.0,,brazil,,,,,,,,,BRA,BRA,BRA,9,9,9,30,42,37,4,8,2,-,-,-
567,川崎F,23.0,エドゥアルド,1089.0,DF,1993-04-27 00:00:00,184.0,84.0,3600,2.0,,brazil,60.0,3.0,34.0,4.0,,,,,栃木・柏,柏,川崎F,2,1,1,25,29,25,3,2,0,2198,2548,1734
568,川崎F,24.0,安藤　駿介,0.0,GK,1990-08-10 00:00:00,185.0,81.0,600,8.0,1.0,,15.0,0.0,,,,,,,川崎F,川崎F,川崎F,1,1,1,0,0,0,0,0,0,0,0,0
569,川崎F,25.0,狩野　健太,10.0,MF,1986-05-02 00:00:00,177.0,70.0,1800,2.0,,,146.0,13.0,,,,,,,柏,柏,川崎F,1,1,1,13,3,5,1,0,1,447,61,241
571,川崎F,27.0,大塚　翔平,169.0,FW,1990-04-11 00:00:00,177.0,72.0,700,2.0,,,18.0,3.0,73.0,7.0,,,,,千葉,北九州,川崎F,2,2,1,19,16,12,2,1,2,1095,621,703
572,川崎F,28.0,板倉　滉,72.0,DF,1997-01-27 00:00:00,186.0,75.0,480,3.0,1.0,,2.0,0.0,,,2.0,0.0,,,川崎F,川崎F,川崎F,1,1,1,0,0,2,0,0,0,0,0,21
574,川崎F,30.0,新井　章太,165.0,GK,1988-11-01 00:00:00,184.0,84.0,650,5.0,,,28.0,0.0,0.0,0.0,,,,,川崎F,川崎F,川崎F,1,1,1,0,23,5,0,0,0,0,2070,397
580,川崎F,41.0,家長　昭博,1289.0,MF,1986-06-13 00:00:00,173.0,70.0,8800,1.0,,,219.0,32.0,50.0,12.0,,,3.0,0.0,大宮,大宮,大宮,1,2,1,33,33,26,6,11,11,2920,2869,2313
581,大宮,1.0,加藤　順大,1867.0,GK,1984-12-11 00:00:00,180.0,80.0,3300,3.0,,,104.0,0.0,37.0,0.0,,,,,浦和,大宮,大宮,1,2,1,0,37,19,0,0,0,0,3330,1710
582,大宮,2.0,菊地　光将,1795.0,DF,1985-12-16 00:00:00,182.0,74.0,3500,6.0,,,208.0,9.0,29.0,1.0,,,,,大宮,大宮,大宮,1,2,1,21,29,27,3,1,0,1819,2453,2286
583,大宮,3.0,河本　裕之,2286.0,DF,1985-09-04 00:00:00,182.0,74.0,3500,4.0,,,212.0,12.0,77.0,11.0,,,,,神戸,大宮,大宮,1,2,1,21,33,31,2,4,2,1329,2961,2790
584,大宮,4.0,山越　康平,1530.0,DF,1993-05-04 00:00:00,183.0,78.0,480,2.0,,,14.0,0.0,,,,,,,-,-,大宮,-,-,1,-,-,14,-,-,0,-,-,805
585,大宮,5.0,沼田　圭悟,22.0,DF,1990-07-24 00:00:00,170.0,65.0,900,2.0,,,17.0,1.0,63.0,10.0,,,,,讃岐,讃岐,大宮,2,2,1,27,36,17,5,5,1,2003,2822,1119
586,大宮,6.0,河面　旺成,8.0,DF,1994-05-03 00:00:00,183.0,76.0,480,1.0,,,0.0,0.0,,,,,,,-,-,大宮,-,-,1,-,-,0,-,-,0,-,-,0
587,大宮,7.0,江坂　任,2997.0,MF,1992-05-31 00:00:00,175.0,67.0,1300,2.0,,,31.0,8.0,42.0,13.0,,,,,-,群馬,大宮,-,2,1,-,42,31,-,13,8,-,3682,2091
588,大宮,8.0,ドラガン　ムルジャ,373.0,FW,1984-01-23 00:00:00,187.0,79.0,7000,4.0,,serbia,45.0,15.0,36.0,19.0,,,14.0,2.0,大宮,大宮,大宮,1,2,1,18,36,27,9,19,6,1427,2522,1989
589,大宮,9.0,ネイツ　ペチュニク,285.0,FW,1986-01-03 00:00:00,189.0,83.0,8000,2.0,,slovenia,21.0,1.0,39.0,14.0,,,30.0,6.0,SRB,千葉,大宮,9,2,1,15,39,21,2,14,1,-,3273,1061
590,大宮,10.0,大前　元紀,1336.0,FW,1989-12-10 00:00:00,167.0,68.0,4800,1.0,,,163.0,48.0,29.0,18.0,,,,,清水,清水,清水,1,1,2,34,32,29,6,11,18,2944,2478,2208
592,大宮,13.0,渡部　大輔,1055.0,DF,1989-04-19 00:00:00,170.0,67.0,1600,10.0,1.0,,108.0,2.0,30.0,1.0,,,,,大宮,大宮,大宮,1,2,1,9,30,9,0,1,0,675,2493,509
593,大宮,14.0,清水　慎太郎,649.0,FW,1992-08-23 00:00:00,175.0,72.0,1100,6.0,,,21.0,1.0,71.0,11.0,,,,,岡山,大宮,大宮,2,2,1,32,29,10,5,2,0,1882,1222,371
594,大宮,15.0,大山　啓輔,1622.0,MF,1995-05-07 00:00:00,174.0,67.0,480,4.0,1.0,,10.0,0.0,13.0,0.0,13.0,1.0,,,大宮,大宮,大宮,1,2,1,0,13,10,0,0,0,0,424,565
595,大宮,16.0,マテウス,1439.0,FW,1994-09-11 00:00:00,167.0,69.0,2200,4.0,,brazil,22.0,22.0,5.0,0.0,,,,,BRA・大宮,BRA・大宮,大宮,1,2,1,0,5,22,0,0,2,0,78,676
600,大宮,17.0,横谷　繁,1491.0,MF,1987-05-03 00:00:00,178.0,73.0,2300,3.0,,,49.0,3.0,180.0,27.0,,,,,京都,大宮,大宮,2,2,1,24,38,31,0,8,3,894,2970,2438
601,大宮,19.0,奥井　諒,1807.0,DF,1990-03-07 00:00:00,169.0,66.0,1500,2.0,,,82.0,3.0,40.0,2.0,,,,,神戸,神戸,大宮,1,1,1,13,17,25,0,0,2,982,934,2111
602,大宮,20.0,大屋　翼,454.0,DF,1986-08-13 00:00:00,180.0,79.0,1200,3.0,,,48.0,1.0,40.0,0.0,,,,,神戸,大宮,大宮,1,2,1,12,18,20,0,0,0,624,978,1185
603,大宮,21.0,塩田　仁史,743.0,GK,1981-05-28 00:00:00,185.0,78.0,2700,3.0,,,82.0,0.0,23.0,0.0,,,,,FC東京,大宮,大宮,1,2,1,2,5,15,0,0,0,135,450,1350
604,大宮,22.0,和田　拓也,2217.0,DF,1990-07-28 00:00:00,170.0,63.0,1300,5.0,,,54.0,0.0,108.0,2.0,,,,,大宮,大宮,大宮,1,2,1,20,34,21,0,2,0,1384,2914,1808
605,大宮,23.0,金澤　慎,658.0,MF,1983-09-09 00:00:00,175.0,70.0,2900,14.0,1.0,,202.0,5.0,149.0,9.0,,,,,大宮,大宮,大宮,1,2,1,18,23,27,1,1,0,1320,1773,2117
606,大宮,25.0,高山　和真,895.0,DF,1996-07-14 00:00:00,180.0,76.0,480,3.0,1.0,,1.0,0.0,0.0,0.0,14.0,0.0,,,-,大宮,大宮,-,2,1,-,0,1,-,0,0,-,0,90
607,大宮,27.0,黒川　淳史,83.0,MF,1998-02-04 00:00:00,170.0,65.0,400,2.0,1.0,,0.0,0.0,0.0,0.0,,,,,-,大宮,大宮,-,2,1,-,0,0,-,0,0,-,0,0
608,大宮,28.0,長谷川　アーリアジャスール,855.0,MF,1988-10-29 00:00:00,186.0,74.0,2900,1.0,,,187.0,14.0,19.0,3.0,,,,,C大阪,C大阪・SPA,湘南,1,2,1,30,19,24,1,3,1,2289,1454,1118
609,大宮,30.0,藤沼　拓夢,0.0,FW,1997-06-14 00:00:00,172.0,68.0,400,2.0,1.0,,0.0,0.0,0.0,0.0,,,,,-,大宮,大宮,-,2,1,-,0,0,-,0,0,-,0,0
616,大宮,40.0,茨田　陽生,2440.0,MF,1991-05-30 00:00:00,173.0,68.0,2200,1.0,,,153.0,4.0,26.0,3.0,,,,,柏,柏,柏,1,1,1,23,28,24,1,0,2,1468,1831,1832
617,大宮,44.0,瀬川　祐輔,862.0,FW,1994-02-07 00:00:00,170.0,67.0,800,1.0,,,,,42.0,13.0,,,,,-,-,群馬,-,-,2,-,-,42,-,-,13,-,-,3633
619,大宮,47.0,岩上　祐三,1284.0,MF,1989-07-28 00:00:00,170.0,69.0,1500,2.0,,,62.0,6.0,76.0,15.0,,,,,松本,松本,大宮,2,1,1,41,33,20,8,4,1,3648,2970,1201
620,大宮,50.0,松井　謙弥,450.0,GK,1985-09-10 00:00:00,187.0,72.0,650,2.0,,,24.0,0.0,36.0,0.0,,,,,徳島,川崎F,大宮,1,1,1,6,0,0,0,0,0,540,0,0
621,鳥栖,1.0,赤星　拓,169.0,GK,1984-04-21 00:00:00,185.0,80.0,800,11.0,,,57.0,0.0,86.0,0.0,,,,,鳥栖,鳥栖,鳥栖,1,1,1,0,11,0,0,0,0,0,985,0
622,鳥栖,2.0,三丸　拡,475.0,DF,1993-07-06 00:00:00,172.0,69.0,480,2.0,,,2.0,0.0,,,,,,,-,-,鳥栖,-,-,1,-,-,3,-,-,0,-,-,270
623,鳥栖,3.0,フランコ　スブットーニ,92.0,DF,1989-05-06 00:00:00,190.0,87.0,-,1.0,,argentine,,,,,,,,,ARG,ARG,ARG・ARG,9,9,9,0,0,9,0,0,0,-,-,-
624,鳥栖,4.0,原川　力,2792.0,MF,1993-08-18 00:00:00,175.0,72.0,1000,1.0,,,4.0,0.0,71.0,1.0,1.0,0.0,,,愛媛,京都,川崎F,2,2,1,32,29,4,1,0,0,2464,2116,102
625,鳥栖,5.0,キム　ミンヒョク,2916.0,DF,1992-02-27 00:00:00,187.0,73.0,1300,4.0,,korea,85.0,0.0,,,,,1.0,0.0,鳥栖,鳥栖,鳥栖,1,1,1,27,25,33,0,0,0,2268,1930,2970
626,鳥栖,6.0,福田　晃斗,2419.0,MF,1992-05-01 00:00:00,170.0,65.0,750,3.0,,,29.0,0.0,,,,,,,鳥栖,鳥栖,鳥栖,1,1,1,2,3,22,0,0,0,28,27,1893
627,鳥栖,7.0,鎌田　大地,1399.0,MF,1996-08-05 00:00:00,180.0,72.0,1200,3.0,,,49.0,10.0,,,,,,,-,鳥栖,鳥栖,-,1,1,-,21,28,-,3,7,-,1093,2186
629,鳥栖,8.0,藤田　優人,1524.0,DF,1986-05-08 00:00:00,176.0,75.0,1800,2.0,,,89.0,2.0,80.0,2.0,,,,,柏,柏,鳥栖,1,1,1,13,10,32,1,0,1,848,719,2841
631,鳥栖,11.0,豊田　陽平,1801.0,FW,1985-04-11 00:00:00,185.0,79.0,8000,8.0,,,216.0,89.0,124.0,53.0,,,8.0,1.0,鳥栖,鳥栖,鳥栖,1,1,1,34,29,33,15,16,13,3026,2199,2970
632,鳥栖,12.0,辻　周吾,0.0,GK,1997-07-21 00:00:00,187.0,80.0,400,2.0,,,0.0,0.0,,,,,,,-,-,鳥栖,-,-,1,-,-,0,-,-,0,-,-,0
633,鳥栖,13.0,小林　祐三,1604.0,DF,1985-11-15 00:00:00,176.0,72.0,2800,1.0,,,300.0,5.0,70.0,1.0,,,,,横浜FM,横浜FM,横浜FM,1,1,1,27,32,33,0,2,0,2354,2845,2942
634,鳥栖,14.0,高橋　義希,2842.0,MF,1985-05-14 00:00:00,170.0,67.0,2800,12.0,,,178.0,4.0,242.0,20.0,,,,,鳥栖,鳥栖,鳥栖,1,1,1,30,32,34,1,0,1,1952,2445,2845
636,鳥栖,18.0,富山　貴光,386.0,FW,1990-12-26 00:00:00,180.0,73.0,1200,2.0,,,66.0,8.0,12.0,1.0,,,,,大宮,大宮,鳥栖,1,2,1,15,12,25,0,1,5,663,400,1096
637,鳥栖,19.0,太田　徹郎,0.0,MF,1989-07-02 00:00:00,176.0,71.0,1200,1.0,,,93.0,12.0,18.0,1.0,,,,,柏,柏,柏,1,1,1,18,22,5,4,2,0,965,767,112
638,鳥栖,20.0,小川　佳純,145.0,MF,1984-08-25 00:00:00,173.0,67.0,2600,1.0,,,286.0,36.0,,,,,,,名古屋,名古屋,名古屋,1,1,1,25,32,20,3,1,1,1592,2419,1228
640,鳥栖,22.0,池田　圭,190.0,FW,1986-10-20 00:00:00,178.0,72.0,1600,9.0,,,131.0,16.0,74.0,9.0,,,,,鳥栖,鳥栖,鳥栖,1,1,1,33,26,15,5,1,1,2401,1627,158
641,鳥栖,23.0,吉田　豊,2668.0,DF,1990-02-17 00:00:00,168.0,72.0,2300,3.0,,,171.0,3.0,60.0,0.0,,,,,清水,鳥栖,鳥栖,1,1,1,32,31,32,1,1,0,2726,2592,2879
643,鳥栖,27.0,田川　亨介,1128.0,FW,1999-02-11 00:00:00,181.0,70.0,380,1.0,1.0,,,,,,,,,,-,-,鳥栖,-,-,1,-,-,0,-,-,0,-,-,0
644,鳥栖,28.0,石川　啓人,53.0,MF,1998-07-16 00:00:00,172.0,64.0,380,1.0,1.0,,2.0,0.0,,,,,,,-,-,鳥栖,-,-,1,-,-,2,-,-,0,-,-,21
645,鳥栖,29.0,谷口　博之,899.0,MF,1985-06-27 00:00:00,182.0,73.0,2800,4.0,,,339.0,52.0,11.0,1.0,,,0.0,0.0,鳥栖,鳥栖,鳥栖,1,1,1,28,33,33,2,4,2,650,2766,2970
649,鳥栖,35.0,青木　剛,1137.0,DF,1982-09-28 00:00:00,183.0,75.0,2500,2.0,,,383.0,8.0,,,,,2.0,0.0,鹿島,鹿島,鹿島・鳥栖,1,1,1,18,21,8,1,0,0,1314,1294,137
650,鳥栖,40.0,小野　裕二,1338.0,FW,1992-12-22 00:00:00,170.0,69.0,3500,1.0,,,79.0,9.0,,,,,,,BEL,BEL,BEL,9,9,9,16,22,6,1,0,0,-,-,-
654,鳥栖,50.0,水野　晃樹,188.0,MF,1985-09-06 00:00:00,173.0,66.0,1500,1.0,,,148.0,15.0,20.0,1.0,,,4.0,0.0,甲府,千葉,仙台,1,2,1,11,19,8,1,1,0,362,1064,266
655,柏,1.0,桐畑　和繁,0.0,GK,1987-06-30 00:00:00,187.0,77.0,800,12.0,1.0,,30.0,0.0,2.0,0.0,,,,,柏,柏,柏,1,1,1,11,5,6,0,0,0,937,419,540
656,柏,2.0,鎌田　次郎,998.0,DF,1985-07-28 00:00:00,179.0,76.0,2000,4.0,,,229.0,10.0,15.0,0.0,,,,,仙台,仙台,柏,1,1,1,31,25,16,2,1,0,2708,2232,1113
657,柏,3.0,ユン　ソギョン,742.0,DF,1990-02-13 00:00:00,183.0,76.0,5000,1.0,,korea,,,,,,,10.0,0.0,ENG,ENG・ENG,DEN,9,9,9,23,12,0,0,0,0,-,-,-
658,柏,4.0,中谷　進之介,2648.0,DF,1996-03-24 00:00:00,184.0,77.0,700,4.0,1.0,,39.0,2.0,,,13.0,0.0,,,柏,柏,柏,1,1,1,5,3,31,0,0,2,450,184,2790
659,柏,5.0,中山　雄太,2680.0,DF,1997-02-16 00:00:00,181.0,76.0,600,3.0,1.0,,27.0,2.0,,,12.0,0.0,,,柏,柏,柏,1,1,1,0,1,26,0,0,2,0,22,2213
660,柏,6.0,小林　祐介,827.0,MF,1994-10-23 00:00:00,172.0,65.0,1000,5.0,1.0,,46.0,0.0,,,4.0,0.0,,,柏,柏,柏,1,1,1,10,14,22,0,0,0,486,811,1506
661,柏,7.0,大谷　秀和,2854.0,MF,1984-11-06 00:00:00,174.0,67.0,4000,15.0,1.0,,294.0,12.0,64.0,3.0,,,,,柏,柏,柏,1,1,1,30,31,20,0,2,1,2579,2722,1371
662,柏,8.0,武富　孝介,1522.0,MF,1990-09-23 00:00:00,173.0,69.0,1600,5.0,1.0,,75.0,8.0,110.0,25.0,,,,,湘南,柏,柏,2,1,1,39,28,26,9,2,3,3108,2019,1804
663,柏,9.0,クリスティアーノ,2870.0,FW,1987-01-12 00:00:00,183.0,83.0,3800,3.0,,brazil,100.0,35.0,40.0,16.0,,,,,甲府,柏,甲府・柏,1,1,1,32,34,34,5,14,16,2484,2958,2988
664,柏,10.0,大津　祐樹,577.0,FW,1990-03-24 00:00:00,180.0,73.0,3300,7.0,,,90.0,8.0,9.0,1.0,,,2.0,0.0,HOL,柏,柏,9,1,1,8,14,19,1,1,1,-,471,601
665,柏,11.0,ディエゴ　オリヴェイラ,1331.0,FW,1990-06-22 00:00:00,179.0,78.0,3800,2.0,,brazil,30.0,12.0,,,,,,,BRA・BRA,BRA・BRA,柏,9,9,1,32,46,30,6,8,12,-,-,2482
666,柏,13.0,小池　龍太,2709.0,DF,1995-08-29 00:00:00,170.0,67.0,600,1.0,,,,,42.0,3.0,30.0,1.0,,,山口,山口,山口,4,3,2,17,30,42,0,1,3,-,2535,3743
667,柏,14.0,伊東　純也,2895.0,FW,1993-03-09 00:00:00,176.0,68.0,1200,2.0,,,63.0,11.0,,,,,,,甲府,甲府,柏,1,1,1,0,30,33,0,4,7,0,1392,2676
669,柏,16.0,滝本　晴彦,0.0,GK,1997-05-20 00:00:00,190.0,83.0,380,2.0,1.0,,0.0,0.0,,,,,,,-,柏,柏,-,1,1,-,0,0,-,0,0,-,0,0
670,柏,17.0,手塚　康平,1301.0,MF,1996-04-06 00:00:00,176.0,66.0,380,2.0,1.0,,0.0,0.0,,,,,,,柏,NZL,柏,1,9,1,0,22,0,0,4,0,0,-,0
672,柏,18.0,ドゥドゥ,5.0,FW,1996-02-24 00:00:00,172.0,67.0,500,2.0,,brazil,7.0,0.0,,,,,,,-,-,BRA・柏,-,-,1,-,-,7,-,-,0,-,-,82
675,柏,19.0,中川　寛斗,1471.0,MF,1994-11-03 00:00:00,155.0,60.0,1000,3.0,1.0,,34.0,2.0,3.0,0.0,4.0,0.0,,,湘南,柏,柏,2,1,1,3,5,22,0,1,1,70,232,1449
676,柏,20.0,ハモン　ロペス,1197.0,FW,1989-08-07 00:00:00,185.0,79.0,5500,1.0,,brazil,63.0,18.0,,,,,,,仙台,仙台,仙台,1,1,1,5,26,32,1,7,10,48,1402,2418
677,柏,21.0,橋口　拓哉,0.0,DF,1994-09-27 00:00:00,190.0,85.0,480,1.0,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
678,柏,22.0,輪湖　直樹,2137.0,DF,1989-11-26 00:00:00,171.0,65.0,1500,4.0,1.0,,62.0,4.0,116.0,2.0,,,,,柏,柏,柏,1,1,1,4,29,29,0,2,2,136,2471,2295
679,柏,23.0,中村　航輔,3060.0,GK,1995-02-27 00:00:00,185.0,82.0,1000,4.0,1.0,,28.0,0.0,20.0,0.0,3.0,0.0,,,柏,福岡,柏,1,2,1,0,20,28,0,0,0,0,1800,2520
680,柏,24.0,大島　康樹,0.0,FW,1996-05-30 00:00:00,177.0,66.0,480,4.0,1.0,,3.0,0.0,,,17.0,2.0,,,柏,柏,柏・富山,1,1,3,1,1,6,0,0,1,23,20,393
681,柏,25.0,安西　海斗,0.0,MF,1998-02-19 00:00:00,172.0,64.0,400,2.0,1.0,,0.0,0.0,,,,,,,-,-,柏,-,-,1,-,-,0,-,-,0,-,-,0
682,柏,26.0,古賀　太陽,366.0,DF,1998-10-28 00:00:00,182.0,71.0,380,1.0,1.0,,0.0,0.0,,,,,,,-,-,柏,-,-,1,-,-,0,-,-,0,-,-,0
683,柏,27.0,今井　智基,4.0,DF,1990-11-29 00:00:00,178.0,78.0,1200,3.0,,,57.0,2.0,5.0,0.0,,,,,大宮,大宮・柏,柏,1,2,1,30,8,1,1,0,0,2626,457,90
684,柏,28.0,栗澤　僚一,233.0,MF,1982-09-05 00:00:00,170.0,64.0,2500,10.0,,,256.0,6.0,31.0,0.0,,,,,柏,柏,柏,1,1,1,14,19,18,0,0,1,815,892,1304
689,磐田,1.0,八田　直樹,160.0,GK,1986-06-24 00:00:00,185.0,76.0,1800,13.0,1.0,,76.0,0.0,36.0,0.0,,,,,磐田,磐田,磐田,2,2,1,35,1,4,0,0,0,3105,90,360
690,磐田,2.0,中村　太亮,93.0,DF,1989-07-19 00:00:00,183.0,68.0,2800,2.0,,,60.0,2.0,130.0,8.0,,,,,千葉,千葉,磐田,2,2,1,42,36,8,4,1,1,3780,3110,2342
691,磐田,3.0,大井　健太郎,2880.0,DF,1984-05-14 00:00:00,181.0,74.0,3300,10.0,,,221.0,8.0,36.0,2.0,,,,,新潟,新潟,磐田,1,1,1,33,27,30,1,2,1,2967,2324,2655
692,磐田,5.0,櫻内　渚,2530.0,DF,1989-08-11 00:00:00,176.0,73.0,1700,6.0,,,21.0,1.0,62.0,8.0,,,,,磐田,磐田,磐田,2,2,1,21,41,19,3,5,1,1617,3674,1211
693,磐田,7.0,上田　康太,387.0,MF,1986-05-09 00:00:00,174.0,67.0,2800,9.0,1.0,,190.0,9.0,71.0,4.0,,,,,大宮・岡山,磐田,磐田,2,2,1,35,36,18,2,2,1,2983,3110,1205
694,磐田,8.0,ムサエフ,2656.0,MF,1989-01-02 00:00:00,183.0,75.0,4000,1.0,,uzbekistan,,,,,,,20.0,0.0,UZB・IRN,IRN,UZB,9,9,9,35,20,15,2,1,2,-,-,-
695,磐田,9.0,太田　吉彰,466.0,MF,1983-06-11 00:00:00,176.0,72.0,3500,11.0,1.0,,302.0,36.0,39.0,4.0,,,,,仙台,磐田,磐田,1,2,1,34,39,34,2,4,3,2661,2947,2944
696,磐田,10.0,中村　俊輔,2623.0,MF,1978-06-24 00:00:00,178.0,71.0,8000,1.0,,,338.0,68.0,,,,,98.0,24.0,横浜FM,横浜FM,横浜FM,1,1,1,32,19,19,3,3,4,2465,1338,1552
697,磐田,11.0,松浦　拓弥,921.0,MF,1988-12-21 00:00:00,167.0,64.0,2300,10.0,,,141.0,10.0,45.0,4.0,,,,,磐田,磐田,磐田,2,2,1,19,26,26,1,3,1,983,1062,490
698,磐田,13.0,宮崎　智彦,2226.0,MF,1986-11-21 00:00:00,170.0,68.0,2700,6.0,,,85.0,1.0,93.0,4.0,,,,,磐田,磐田,磐田,2,2,1,25,40,32,1,2,0,2101,3482,2727
699,磐田,14.0,松本　昌也,280.0,MF,1995-01-25 00:00:00,175.0,69.0,1300,1.0,,,9.0,1.0,60.0,3.0,28.0,1.0,,,大分,大分,大分,2,2,3,28,32,28,2,1,1,1974,2692,2448
700,磐田,15.0,アダイウトン,2369.0,MF,1990-12-06 00:00:00,176.0,83.0,4500,3.0,,brazil,34.0,6.0,39.0,17.0,,,,,BRA,磐田,磐田,9,2,1,14,39,34,7,17,6,-,3188,2852
701,磐田,16.0,齊藤　和樹,81.0,FW,1988-11-21 00:00:00,178.0,71.0,1500,2.0,,,17.0,0.0,156.0,31.0,,,,,熊本,熊本,磐田,2,2,1,41,41,17,7,12,0,3616,3598,527
702,磐田,17.0,清水　貴文,0.0,MF,1992-06-30 00:00:00,170.0,66.0,500,3.0,1.0,,1.0,0.0,12.0,0.0,,,,,-,磐田,磐田,-,2,1,-,12,1,-,0,0,-,128,9
703,磐田,18.0,小川　航基,137.0,FW,1997-08-08 00:00:00,186.0,78.0,420,2.0,,,0.0,0.0,,,,,,,-,-,磐田,-,-,1,-,-,0,-,-,0,-,-,0
705,磐田,20.0,川又　堅碁,2865.0,FW,1989-10-14 00:00:00,184.0,76.0,4000,1.0,,,140.0,44.0,40.0,18.0,,,5.0,1.0,新潟・名古屋,名古屋,名古屋,1,1,1,29,33,17,7,9,5,2445,2147,545
706,磐田,21.0,カミンスキー,2900.0,GK,1990-11-26 00:00:00,191.0,82.0,3000,3.0,,poland,20.0,0.0,41.0,0.0,,,,,POL,磐田,磐田,9,2,1,19,41,20,0,0,0,-,3690,1800
707,磐田,22.0,松井　大輔,169.0,MF,1981-05-11 00:00:00,175.0,66.0,3900,4.0,,,88.0,7.0,117.0,18.0,,,31.0,1.0,磐田,磐田,磐田,2,2,1,36,26,16,6,3,0,2597,900,555
708,磐田,23.0,山本　康裕,277.0,MF,1989-10-29 00:00:00,179.0,77.0,3000,9.0,1.0,,224.0,20.0,1.0,0.0,,,,,磐田・新潟,新潟,磐田,1,1,1,21,33,29,2,7,0,1801,2597,1828
709,磐田,24.0,小川　大貴,1137.0,DF,1991-10-16 00:00:00,172.0,73.0,550,4.0,1.0,,7.0,0.0,6.0,0.0,,,,,磐田,磐田,磐田,2,2,1,4,2,7,0,0,0,313,95,509
712,磐田,27.0,荒木　大吾,67.0,MF,1994-02-17 00:00:00,178.0,73.0,400,2.0,,,1.0,0.0,,,,,,,-,-,磐田,-,-,1,-,-,1,-,-,0,-,-,17
713,磐田,30.0,上原　力也,258.0,MF,1996-08-25 00:00:00,174.0,66.0,420,3.0,1.0,,1.0,0.0,0.0,0.0,6.0,0.0,,,-,磐田,磐田,-,2,1,-,0,1,-,0,0,-,0,1
714,磐田,31.0,志村　滉,0.0,GK,1996-04-27 00:00:00,186.0,76.0,530,3.0,,,10.0,0.0,0.0,0.0,,,,,-,磐田,磐田,-,2,1,-,0,10,-,0,0,-,0,900
715,磐田,33.0,藤田　義明,192.0,DF,1983-01-12 00:00:00,181.0,77.0,2900,7.0,,,202.0,4.0,97.0,1.0,,,,,磐田,磐田,磐田,2,2,1,41,36,18,0,1,0,3683,3007,1293
717,磐田,35.0,森下　俊,2604.0,DF,1986-05-11 00:00:00,178.0,73.0,2500,8.0,1.0,,79.0,0.0,92.0,1.0,,,,,磐田,磐田,磐田,2,2,1,20,18,26,1,0,0,1742,1459,2289
718,磐田,36.0,三浦　龍輝,0.0,GK,1992-05-17 00:00:00,181.0,74.0,480,1.0,,,,,,,15.0,0.0,,,-,柏,長野,-,1,3,-,0,15,-,0,0,-,0,1350
721,磐田,40.0,川辺　駿,2716.0,MF,1995-09-08 00:00:00,178.0,70.0,1200,3.0,,,30.0,2.0,33.0,3.0,1.0,0.0,,,広島,磐田,磐田,1,2,1,1,33,26,0,3,2,21,1974,1808
722,磐田,41.0,高橋　祥平,2505.0,DF,1991-10-27 00:00:00,180.0,73.0,2700,1.0,,,105.0,9.0,111.0,9.0,,,,,大宮,神戸,神戸,1,1,1,34,26,13,6,2,0,3007,2188,858
2,C大阪,2.0,松田　陸,2524.0,DF,1991-07-24,171.0,69.0,2000,3.0,,,47.0,3.0,42.0,2.0,,,,,FC東京,C大阪,C大阪,1,2,1,9,42,31,0,2,2,473,3733,2662
5,C大阪,5.0,田中　裕介,279.0,DF,1986-04-14,181.0,77.0,2700,4.0,,,223.0,10.0,42.0,1.0,,,,,C大阪,C大阪,C大阪,2,2,1,9,33,18,1,0,0,664,2725,492
6,C大阪,6.0,山口　蛍,2970.0,MF,1990-10-06,173.0,72.0,6700,10.0,1.0,,134.0,12.0,58.0,2.0,,,38.0,2.0,C大阪・GER,C大阪,C大阪,2,2,1,35,19,32,1,1,2,3150,1800,2880
7,C大阪,7.0,水沼　宏太,1671.0,MF,1990-02-22,176.0,72.0,3000,2.0,,,194.0,24.0,50.0,7.0,9.0,3.0,,,鳥栖,FC東京,C大阪,1,1,1,32,17,24,7,1,3,2353,570,1901
